id;name;category;description;address;phone;email;website;latitude;longitude;tags;sourceName;sourceUrl;coordinatesVerified;coordinateSource;status
sparkasse-node-392927623;Sparkasse;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Bilholtstraße 16, 59399 Olfen;+49 2595 3850033;info@sparkasse-westmuensterland.de;https://www.sparkasse-westmuensterland.de/module/ihre_sparkasse/filialfinder/index.php#details/15932;51.7086939;7.3800379;Bank, Sparkasse Westmünsterland;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/392927623;false;OpenStreetMap / Overpass Export;entwurf
fuechtelner-muehle-node-393218878;Füchtelner Mühle;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Kökelsumer Straße 66, 59399 Olfen;;;;51.7230796;7.3541713;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/393218878;false;OpenStreetMap / Overpass Export;entwurf
zum-forsthaus-node-428018898;Zum Forsthaus;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Selmer Straße 111, 59399 Olfen;;;;51.702865;7.4079844;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/428018898;false;OpenStreetMap / Overpass Export;entwurf
vfh-node-431472498;VFH;Beratung;Büro/Dienstleistung: insurance. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.7701074;7.443682;insurance;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/431472498;false;OpenStreetMap / Overpass Export;entwurf
eis-venezia-node-432010513;Eis Venezia;Gastronomie;Einrichtung: Café. Bitte prüfen und Beschreibung ergänzen.;Olfen;;;;51.7070243;7.3792134;Café;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/432010513;false;OpenStreetMap / Overpass Export;entwurf
volksbank-node-432010519;Volksbank;Sonstiges;Einrichtung: Bank. Bitte prüfen und Beschreibung ergänzen.;Zur Geest 3, 59399 Olfen;+49 2595 3880;info@vobadirekt.de;https://www.vobadirekt.de/wir_fuer_sie/filialen/geschaeftsstelle_olfen.html;51.7082015;7.3794144;Bank, Volksbank Lüdinghausen-Olfen eG;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/432010519;false;OpenStreetMap / Overpass Export;entwurf
k-k-node-432010542;K+K;Einzelhandel;Einzelhandel: Supermarkt. Bitte prüfen und Beschreibung ergänzen.;Olfen;+49 2595 386033;;;51.7059928;7.3792518;Supermarkt, K+K;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/432010542;false;OpenStreetMap / Overpass Export;entwurf
steuerberatung-worms-node-436483517;Steuerberatung Worms;Beratung;Büro/Dienstleistung: tax advisor. Bitte prüfen und Beschreibung ergänzen.;Münsterstraße 32, 59348 Lüdinghausen;;;;51.7734356;7.4445645;tax advisor;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/436483517;false;OpenStreetMap / Overpass Export;entwurf
genussmanufaktur-fuchs-node-436483519;Genußmanufaktur Fuchs;Einzelhandel;Einzelhandel: deli. Bitte prüfen und Beschreibung ergänzen.;Münsterstraße 18, 59348 Lüdinghausen;;;;51.7728299;7.444689;deli;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/436483519;false;OpenStreetMap / Overpass Export;entwurf
lucies-laden-node-436483524;Lucies Laden;Einzelhandel;Einzelhandel: deli. Bitte prüfen und Beschreibung ergänzen.;Hermannstraße 17, 59348 Lüdinghausen;;;https://www.lucies-laden.de/;51.7714223;7.4460483;deli;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/436483524;false;OpenStreetMap / Overpass Export;entwurf
dr-lang-node-436611620;Dr. Lang;Gesundheit;Einrichtung: Zahnarzt, Gesundheit: Zahnarzt. Bitte prüfen und Beschreibung ergänzen.;Hauptstraße 40a, 59379 Selm;+49 2592 978797-5;info@doc-lang.de;https://www.doc-lang.de;51.665474;7.4644723;Zahnarzt;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/436611620;false;OpenStreetMap / Overpass Export;entwurf
joker-node-437465438;Joker;Gastronomie;Einrichtung: Imbiss. Bitte prüfen und Beschreibung ergänzen.;Breslauer Ring 2, 59348 Lüdinghausen;;;https://joker-lieferservice.de/;51.7603753;7.4495537;Imbiss;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/437465438;false;OpenStreetMap / Overpass Export;entwurf
burghof-node-443724522;Burghof;Gastronomie;Einrichtung: Restaurant. Bitte prüfen und Beschreibung ergänzen.;Burgstraße 8, 59348 Lüdinghausen;;;https://burghof-luedinghausen.de/;51.7715413;7.4433964;Restaurant;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/443724522;false;OpenStreetMap / Overpass Export;entwurf
markt-apotheke-node-455564455;Markt-Apotheke;Gesundheit;Einrichtung: Apotheke, Gesundheit: Apotheke. Bitte prüfen und Beschreibung ergänzen.;Markt 13, 59348 Lüdinghausen;;;;51.7718761;7.4449866;Apotheke;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/455564455;false;OpenStreetMap / Overpass Export;entwurf
koekelsumer-bauernladen-caf-node-456182275;Kökelsumer Bauernladen & Café;Gastronomie;Einrichtung: Café. Bitte prüfen und Beschreibung ergänzen.;Kökelsum 2, 59399 Olfen;+49 2595 1073;;https://koekelsumer-bauernladen.de/;51.7261509;7.3615812;Café;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/456182275;false;OpenStreetMap / Overpass Export;entwurf
a-balloon-node-459783264;A Balloon;Einzelhandel;Einzelhandel: toys. Bitte prüfen und Beschreibung ergänzen.;Münsterstraße 19, 59348 Lüdinghausen;;;;51.7728462;7.4448895;toys;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/459783264;false;OpenStreetMap / Overpass Export;entwurf
becks-node-460741326;Becks;Freizeit;Tourismus: Pension. Bitte prüfen und Beschreibung ergänzen.;Am Dorn 29, 59348 Lüdinghausen;+49 2591 1361;;;51.7620091;7.3993881;Pension;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/460741326;false;OpenStreetMap / Overpass Export;entwurf
marien-apotheke-node-460741338;Marien-Apotheke;Gesundheit;Einrichtung: Apotheke. Bitte prüfen und Beschreibung ergänzen.;Dattelner Straße 13, 59348 Lüdinghausen;+49 2591 8031;;https://www.marienapotheke-seppenrade.de/;51.7615968;7.3951998;Apotheke;OpenStreetMap / Overpass;https://www.openstreetmap.org/node/460741338;false;OpenStreetMap / Overpass Export;entwurf
